Time (s),Amplitude
5.181818181818181301e+02,-1.156388448326127276e-13
5.190909090909090082e+02,8.660254037843979624e-01
5.200000000000000000e+02,8.660254037844621333e-01
5.209090909090908781e+02,1.264194505489289655e-13
5.218181818181817562e+02,-8.660254037843926334e-01
5.227272727272726343e+02,-8.660254037844675734e-01
5.236363636363636260e+02,-2.351321854362918000e-14
5.245454545454545041e+02,8.660254037843871933e-01
5.254545454545453822e+02,8.660254037844729025e-01
5.263636363636363740e+02,3.429382425994541794e-14
5.272727272727272521e+02,-8.660254037843817532e-01
5.281818181818181301e+02,-8.660254037844783426e-01
5.290909090909091219e+02,-4.507442997626165587e-14
5.300000000000000000e+02,8.660254037844332675e-01
5.309090909090908781e+02,8.660254037844836716e-01
5.318181818181817562e+02,5.585503569257789381e-14
5.327272727272727479e+02,-8.660254037844278274e-01
5.336363636363636260e+02,-8.660254037844891117e-01
5.345454545454545041e+02,-6.663564140889413806e-14
5.354545454545454959e+02,8.660254037844224984e-01
5.363636363636363740e+02,8.660254037844377084e-01
5.372727272727272521e+02,7.741624712521037599e-14
5.381818181818181301e+02,-8.660254037844170583e-01
5.390909090909091219e+02,-8.660254037844430375e-01
5.400000000000000000e+02,2.548998488008941897e-14
5.409090909090908781e+02,8.660254037844117292e-01
5.418181818181818699e+02,8.660254037844484776e-01
5.427272727272727479e+02,-1.470937916377318103e-14
5.436363636363636260e+02,-8.660254037844062891e-01
5.445454545454546178e+02,-8.660254037844538066e-01
5.454545454545454959e+02,3.928773447456943883e-15
5.463636363636363740e+02,8.660254037844578034e-01
5.472727272727271384e+02,8.660254037845160902e-01
5.481818181818181301e+02,1.205386699904753151e-13
5.490909090909090082e+02,-8.660254037843955199e-01
5.499999999999998863e+02,-8.660254037845214192e-01
5.509090909090908781e+02,-1.313192757067915531e-13
5.518181818181817562e+02,8.660254037843901909e-01
5.527272727272726343e+02,8.660254037844700159e-01
5.536363636363636260e+02,1.420998814231077910e-13
5.545454545454545041e+02,-8.660254037843847508e-01
5.554545454545453822e+02,-8.660254037844753450e-01
5.563636363636362603e+02,-1.528804871394240289e-13
5.572727272727272521e+02,8.660254037843793107e-01
5.581818181818181301e+02,8.660254037844807851e-01
5.590909090909090082e+02,4.997425513412424974e-14
5.600000000000000000e+02,-8.660254037843739816e-01
5.609090909090908781e+02,-8.660254037844862252e-01
5.618181818181817562e+02,-6.075486085044048768e-14
5.627272727272726343e+02,8.660254037843685415e-01
5.636363636363636260e+02,8.660254037844915542e-01
5.645454545454545041e+02,7.153546656675672561e-14
5.654545454545453822e+02,-8.660254037844200559e-01
5.663636363636363740e+02,-8.660254037844969943e-01
5.672727272727272521e+02,-8.231607228307296355e-14
5.681818181818181301e+02,8.660254037844146158e-01
5.690909090909091219e+02,8.660254037844454800e-01
5.700000000000000000e+02,9.309667799938920149e-14
5.709090909090908781e+02,-8.660254037844092867e-01
5.718181818181817562e+02,-8.660254037844509201e-01
5.727272727272727479e+02,-1.038772837157054394e-13
5.736363636363636260e+02,8.660254037844038466e-01
5.745454545454545041e+02,8.660254037844562491e-01
5.754545454545454959e+02,9.710517104056454510e-16
5.763636363636363740e+02,-8.660254037843985175e-01
5.772727272727272521e+02,-8.660254037844616892e-01
5.781818181818181301e+02,-1.175165742672188398e-14
5.790909090909091219e+02,8.660254037843930774e-01
5.800000000000000000e+02,8.660254037844670183e-01
5.809090909090908781e+02,2.253226314303812034e-14
5.818181818181818699e+02,-8.660254037844444808e-01
5.827272727272727479e+02,-8.660254037844724584e-01
5.836363636363636260e+02,-3.331286885935436143e-14
5.845454545454545041e+02,8.660254037844391517e-01
5.854545454545454959e+02,8.660254037844210551e-01
5.863636363636363740e+02,4.409347457567059937e-14
5.872727272727271384e+02,-8.660254037843768682e-01
5.881818181818181301e+02,-8.660254037844832276e-01
5.890909090909090082e+02,-1.685609180136028544e-13
5.899999999999998863e+02,8.660254037843715391e-01
5.909090909090908781e+02,8.660254037844886676e-01
5.918181818181817562e+02,1.793415237299190924e-13
5.927272727272726343e+02,-8.660254037843660990e-01
5.936363636363635123e+02,-8.660254037844939967e-01
5.945454545454545041e+02,-7.643529172461931317e-14
5.954545454545453822e+02,8.660254037843607700e-01
5.963636363636362603e+02,8.660254037844994368e-01
5.972727272727272521e+02,8.721589744093555111e-14
5.981818181818181301e+02,-8.660254037844121733e-01
5.990909090909090082e+02,-8.660254037845047659e-01
6.000000000000000000e+02,-9.799650315725178905e-14
6.009090909090908781e+02,8.660254037844068442e-01
6.018181818181817562e+02,8.660254037845102060e-01
6.027272727272726343e+02,1.087771088735680270e-13
6.036363636363636260e+02,-8.660254037844014041e-01
6.045454545454545041e+02,-8.660254037844586916e-01
6.054545454545453822e+02,-1.195577145898842523e-13
6.063636363636363740e+02,8.660254037843959640e-01
6.072727272727272521e+02,8.660254037844641317e-01
6.081818181818181301e+02,1.303383203062004902e-13
6.090909090909090082e+02,-8.660254037843906350e-01
6.100000000000000000e+02,-8.660254037844694608e-01
6.109090909090908781e+02,-2.743208830090071105e-14
6.118181818181817562e+02,8.660254037843851949e-01
6.127272727272727479e+02,8.660254037844749009e-01
6.136363636363636260e+02,3.821269401721694899e-14
6.145454545454545041e+02,-8.660254037844367092e-01
6.154545454545454959e+02,-8.660254037844803410e-01
6.163636363636363740e+02,-4.899329973353318692e-14
6.172727272727272521e+02,8.660254037844312691e-01
6.181818181818181301e+02,8.660254037844856700e-01
6.190909090909091219e+02,5.977390544984942486e-14
6.200000000000000000e+02,-8.660254037844259400e-01
6.209090909090908781e+02,-8.660254037844342667e-01
6.218181818181818699e+02,-7.055451116616566280e-14
6.227272727272727479e+02,8.660254037844205000e-01
6.236363636363636260e+02,8.660254037844395958e-01
6.245454545454545041e+02,8.133511688248190073e-14
6.254545454545454959e+02,-8.660254037844151709e-01
6.263636363636363740e+02,-8.660254037844450359e-01
6.272727272727272521e+02,2.157111512281789107e-14
6.281818181818181301e+02,8.660254037843528874e-01
6.290909090909090082e+02,8.660254037845072084e-01
6.299999999999998863e+02,1.028963283151143766e-13
6.309090909090908781e+02,-8.660254037843475583e-01
6.318181818181817562e+02,-8.660254037845126485e-01
6.327272727272726343e+02,-1.136769340314306145e-13
6.336363636363635123e+02,8.660254037843989616e-01
6.345454545454545041e+02,8.660254037845179775e-01
6.354545454545453822e+02,1.244575397477468651e-13
6.363636363636362603e+02,-8.660254037843935215e-01
6.372727272727272521e+02,-8.660254037845234176e-01
6.381818181818181301e+02,-1.352381454640631030e-13
6.390909090909090082e+02,8.660254037843881925e-01
6.400000000000000000e+02,8.660254037844720143e-01
6.409090909090908781e+02,1.460187511803793410e-13
6.418181818181817562e+02,-8.660254037843827524e-01
6.427272727272726343e+02,-8.660254037844773434e-01
6.436363636363636260e+02,-4.311251917507953655e-14
6.445454545454545041e+02,8.660254037843774233e-01
6.454545454545453822e+02,8.660254037844827835e-01
6.463636363636363740e+02,5.389312489139577448e-14
6.472727272727272521e+02,-8.660254037843719832e-01
6.481818181818181301e+02,-8.660254037844881125e-01
6.490909090909090082e+02,-6.467373060771201242e-14
6.500000000000000000e+02,8.660254037844234976e-01
6.509090909090908781e+02,8.660254037844935526e-01
6.518181818181817562e+02,7.545433632402825036e-14
6.527272727272727479e+02,-8.660254037844180575e-01
6.536363636363636260e+02,-8.660254037844988817e-01
6.545454545454545041e+02,-8.623494204034448829e-14
6.554545454545453822e+02,8.660254037844127284e-01
6.563636363636363740e+02,8.660254037844474784e-01
6.572727272727272521e+02,9.701554775666072623e-14
6.581818181818181301e+02,-8.660254037844072883e-01
6.590909090909091219e+02,-8.660254037844528074e-01
6.600000000000000000e+02,5.890684248639062420e-15
6.609090909090908781e+02,8.660254037844018482e-01
6.618181818181818699e+02,8.660254037844582475e-01
6.627272727272727479e+02,4.889921467677175517e-15
6.636363636363636260e+02,-8.660254037843965191e-01
6.645454545454545041e+02,-8.660254037844636876e-01
6.654545454545454959e+02,-1.567052718399341345e-14
6.663636363636363740e+02,8.660254037844479225e-01
6.672727272727272521e+02,8.660254037844690167e-01
6.681818181818181301e+02,1.401379706219256906e-13
6.690909090909090082e+02,-8.660254037843857500e-01
6.699999999999998863e+02,-8.660254037845313002e-01
6.709090909090908781e+02,-1.509185763382419285e-13
6.718181818181817562e+02,8.660254037843803099e-01
6.727272727272726343e+02,8.660254037844797859e-01
6.736363636363635123e+02,1.616991820545581665e-13
6.745454545454545041e+02,-8.660254037843749808e-01
6.754545454545453822e+02,-8.660254037844852260e-01
6.763636363636362603e+02,-1.724797877708744044e-13
6.772727272727272521e+02,8.660254037843695407e-01
6.781818181818181301e+02,8.660254037844905550e-01
6.790909090909090082e+02,6.957355576557459998e-14
6.799999999999998863e+02,-8.660254037843642116e-01
6.809090909090908781e+02,-8.660254037844959951e-01
6.818181818181817562e+02,-8.035416148189083791e-14
6.827272727272726343e+02,8.660254037843587716e-01
6.836363636363636260e+02,8.660254037845013242e-01
6.845454545454545041e+02,9.113476719820707585e-14
6.854545454545453822e+02,-8.660254037844102859e-01
6.863636363636363740e+02,-8.660254037845067643e-01
6.872727272727272521e+02,-1.019153729145233138e-13
6.881818181818181301e+02,8.660254037844048458e-01
6.890909090909090082e+02,8.660254037844552499e-01
6.900000000000000000e+02,1.126959786308395517e-13
6.909090909090908781e+02,-8.660254037843994057e-01
6.918181818181817562e+02,-8.660254037844606900e-01
6.927272727272727479e+02,-1.234765843471558023e-13
6.936363636363636260e+02,8.660254037843940766e-01
6.945454545454545041e+02,8.660254037844661301e-01
6.954545454545453822e+02,2.057035234185600417e-14
6.963636363636363740e+02,-8.660254037843886366e-01
6.972727272727272521e+02,-8.660254037844714592e-01
6.981818181818181301e+02,-3.135095805817224210e-14
6.990909090909091219e+02,8.660254037843833075e-01
7.000000000000000000e+02,8.660254037844768993e-01
7.009090909090908781e+02,4.213156377448848004e-14
7.018181818181818699e+02,-8.660254037844347108e-01
7.027272727272727479e+02,-8.660254037844822284e-01
7.036363636363636260e+02,-5.291216949080471798e-14
7.045454545454545041e+02,8.660254037844293817e-01
7.054545454545454959e+02,8.660254037844308250e-01
7.063636363636363740e+02,6.369277520712094960e-14
7.072727272727272521e+02,-8.660254037844239416e-01
7.081818181818182438e+02,-8.660254037844361541e-01
7.090909090909090082e+02,-1.881602186450532299e-13
7.099999999999998863e+02,8.660254037843617692e-01
7.109090909090908781e+02,8.660254037844984376e-01
7.118181818181817562e+02,1.989408243613694678e-13
7.127272727272726343e+02,-8.660254037843563291e-01
7.136363636363635123e+02,-8.660254037845037667e-01
7.145454545454545041e+02,-9.603459235606967603e-14
7.154545454545453822e+02,8.660254037843508890e-01
7.163636363636362603e+02,8.660254037845092068e-01
7.172727272727272521e+02,1.068151980723859140e-13
7.181818181818181301e+02,-8.660254037844024033e-01
7.190909090909090082e+02,-8.660254037845146469e-01
7.199999999999998863e+02,-1.175958037887021519e-13
7.209090909090908781e+02,8.660254037843969632e-01
7.218181818181817562e+02,8.660254037845199759e-01
7.227272727272726343e+02,1.283764095050183898e-13
7.236363636363636260e+02,-8.660254037843916342e-01
7.245454545454545041e+02,-8.660254037844685726e-01
7.254545454545453822e+02,-1.391570152213346278e-13
7.263636363636363740e+02,8.660254037843861941e-01
7.272727272727272521e+02,8.660254037844739017e-01
7.281818181818181301e+02,1.499376209376508657e-13
7.290909090909090082e+02,-8.660254037843808650e-01
7.300000000000000000e+02,-8.660254037844793418e-01
7.309090909090908781e+02,-4.703138893235106760e-14
7.318181818181817562e+02,8.660254037843754249e-01
7.327272727272727479e+02,8.660254037844846708e-01
7.336363636363636260e+02,5.781199464866731185e-14
7.345454545454545041e+02,-8.660254037844269392e-01
7.354545454545453822e+02,-8.660254037844901109e-01
7.363636363636363740e+02,-6.859260036498354978e-14
7.372727272727272521e+02,8.660254037844214992e-01
7.381818181818181301e+02,8.660254037844954400e-01
7.390909090909091219e+02,7.937320608129978772e-14
7.400000000000000000e+02,-8.660254037844160591e-01
7.409090909090908781e+02,-8.660254037844440367e-01
7.418181818181817562e+02,-9.015381179761602565e-14
7.427272727272727479e+02,8.660254037844107300e-01
7.436363636363636260e+02,8.660254037844494768e-01
7.445454545454545041e+02,1.009344175139322636e-13
7.454545454545454959e+02,-8.660254037844052899e-01
7.463636363636363740e+02,-8.660254037844548058e-01
7.472727272727272521e+02,1.971814491367532157e-15
7.481818181818182438e+02,8.660254037843999608e-01
7.490909090909090082e+02,8.660254037845170894e-01
7.499999999999998863e+02,1.224956289465647395e-13
7.509090909090907644e+02,-8.660254037843376773e-01
7.518181818181817562e+02,-8.660254037845224184e-01
7.527272727272726343e+02,-1.332762346628809774e-13
7.536363636363635123e+02,8.660254037843891917e-01
7.545454545454545041e+02,8.660254037845278585e-01
7.554545454545453822e+02,1.440568403791972153e-13
7.563636363636362603e+02,-8.660254037843837516e-01
7.572727272727272521e+02,-8.660254037845331876e-01
7.581818181818181301e+02,-1.548374460955134533e-13
7.590909090909090082e+02,8.660254037843784225e-01
7.599999999999998863e+02,8.660254037844817843e-01
7.609090909090908781e+02,1.656180518118296912e-13
7.618181818181817562e+02,-8.660254037843729824e-01
7.627272727272726343e+02,-8.660254037844871133e-01
7.636363636363636260e+02,-6.271181980652989941e-14
7.645454545454545041e+02,8.660254037843676533e-01
7.654545454545453822e+02,8.660254037844925534e-01
7.663636363636362603e+02,7.349242552284613734e-14
7.672727272727272521e+02,-8.660254037843622132e-01
7.681818181818181301e+02,-8.660254037844978825e-01
7.690909090909090082e+02,-8.427303123916237528e-14
7.700000000000000000e+02,8.660254037844136166e-01
7.709090909090908781e+02,8.660254037845033226e-01
7.718181818181817562e+02,9.505363695547861321e-14
7.727272727272727479e+02,-8.660254037844082875e-01
7.736363636363636260e+02,-8.660254037845087627e-01
7.745454545454545041e+02,-1.058342426717948511e-13
7.754545454545453822e+02,8.660254037844028474e-01
7.763636363636363740e+02,8.660254037844572483e-01
7.772727272727272521e+02,1.166148483881110891e-13
7.781818181818181301e+02,-8.660254037843975183e-01
7.790909090909091219e+02,-8.660254037844626884e-01
7.800000000000000000e+02,-1.370861638281129571e-14
7.809090909090908781e+02,8.660254037843920782e-01
7.818181818181817562e+02,8.660254037844680175e-01
7.827272727272727479e+02,2.448922209912753206e-14
7.836363636363636260e+02,-8.660254037843867492e-01
7.845454545454545041e+02,-8.660254037844734576e-01
7.854545454545454959e+02,-3.526982781544377316e-14
7.863636363636363740e+02,8.660254037844381525e-01
7.872727272727272521e+02,8.660254037844787867e-01
7.881818181818182438e+02,4.605043353176001109e-14
7.890909090909091219e+02,-8.660254037844328234e-01
7.899999999999998863e+02,-8.660254037845410702e-01
7.909090909090907644e+02,-1.705178769696922788e-13
7.918181818181817562e+02,8.660254037843705399e-01
7.927272727272726343e+02,8.660254037844895558e-01
7.936363636363635123e+02,1.812984826860085167e-13
7.945454545454545041e+02,-8.660254037843650998e-01
7.954545454545453822e+02,-8.660254037844949959e-01
7.963636363636362603e+02,-1.920790884023247546e-13
7.972727272727272521e+02,8.660254037843597708e-01
7.981818181818181301e+02,8.660254037845004360e-01
7.990909090909090082e+02,8.917285639702496284e-14
7.999999999999998863e+02,-8.660254037843543307e-01
8.009090909090908781e+02,-8.660254037845057651e-01
8.018181818181817562e+02,-9.995346211334120077e-14
8.027272727272726343e+02,8.660254037843490016e-01
8.036363636363636260e+02,8.660254037845112052e-01
8.045454545454545041e+02,1.107340678296574387e-13
8.054545454545453822e+02,-8.660254037844004049e-01
8.063636363636362603e+02,-8.660254037845165342e-01
8.072727272727272521e+02,-1.215146735459736766e-13
8.081818181818181301e+02,8.660254037843950758e-01
8.090909090909090082e+02,8.660254037844651309e-01
8.100000000000000000e+02,1.322952792622899146e-13
8.109090909090908781e+02,-8.660254037843896358e-01
8.118181818181817562e+02,-8.660254037844704600e-01
8.127272727272726343e+02,-1.430758849786061525e-13
8.136363636363636260e+02,8.660254037843843067e-01
8.145454545454545041e+02,8.660254037844759001e-01
8.154545454545453822e+02,4.016965297330636071e-14
8.163636363636363740e+02,-8.660254037843788666e-01
8.172727272727272521e+02,-8.660254037844812292e-01
8.181818181818181301e+02,-5.095025868962259865e-14
8.190909090909091219e+02,8.660254037843734265e-01
8.200000000000000000e+02,8.660254037844866692e-01
8.209090909090908781e+02,6.173086440593883659e-14
8.218181818181817562e+02,-8.660254037844249408e-01
8.227272727272727479e+02,-8.660254037844919983e-01
8.236363636363636260e+02,-7.251147012225507452e-14
8.245454545454545041e+02,8.660254037844195008e-01
8.254545454545454959e+02,8.660254037844405950e-01
8.263636363636363740e+02,8.329207583857131246e-14
8.272727272727272521e+02,-8.660254037844141717e-01
8.281818181818181301e+02,-8.660254037844460351e-01
8.290909090909091219e+02,-9.407268155488755040e-14
8.299999999999998863e+02,8.660254037843518882e-01
8.309090909090907644e+02,8.660254037845082076e-01
8.318181818181817562e+02,2.185401249928198181e-13
8.327272727272726343e+02,-8.660254037843465591e-01
8.336363636363635123e+02,-8.660254037845136477e-01
8.345454545454545041e+02,-1.156338929875200263e-13
8.354545454545453822e+02,8.660254037843411190e-01
8.363636363636362603e+02,8.660254037845189767e-01
8.372727272727271384e+02,1.264144987038362642e-13
8.381818181818181301e+02,-8.660254037843926334e-01
8.390909090909090082e+02,-8.660254037845244168e-01
8.399999999999998863e+02,-1.371951044201525021e-13
8.409090909090908781e+02,8.660254037843871933e-01
8.418181818181817562e+02,8.660254037845297459e-01
8.427272727272726343e+02,1.479757101364687401e-13
8.436363636363636260e+02,-8.660254037843818642e-01
8.445454545454545041e+02,-8.660254037844783426e-01
8.454545454545453822e+02,-1.587563158527849780e-13
8.463636363636362603e+02,8.660254037843764241e-01
8.472727272727272521e+02,8.660254037844836716e-01
8.481818181818181301e+02,1.695369215691012159e-13
8.490909090909090082e+02,-8.660254037843709840e-01
8.500000000000000000e+02,-8.660254037844891117e-01
8.509090909090908781e+02,-6.663068956380142415e-14
8.518181818181817562e+02,8.660254037843656549e-01
8.527272727272726343e+02,8.660254037844945518e-01
8.536363636363636260e+02,7.741129528011766208e-14
8.545454545454545041e+02,-8.660254037844170583e-01
8.554545454545453822e+02,-8.660254037844998809e-01
8.563636363636363740e+02,-8.819190099643390002e-14
8.572727272727272521e+02,8.660254037844117292e-01
8.581818181818181301e+02,8.660254037845053210e-01
8.590909090909091219e+02,9.897250671275013795e-14
8.600000000000000000e+02,-8.660254037844062891e-01
8.609090909090908781e+02,-8.660254037844538066e-01
8.618181818181817562e+02,-1.097531124290663759e-13
8.627272727272727479e+02,8.660254037844009600e-01
8.636363636363636260e+02,8.660254037844592467e-01
8.645454545454545041e+02,1.205337181453826138e-13
8.654545454545454959e+02,-8.660254037843955199e-01
8.663636363636363740e+02,-8.660254037844645758e-01
8.672727272727272521e+02,-1.762748614008282518e-14
8.681818181818181301e+02,8.660254037843901909e-01
8.690909090909091219e+02,8.660254037844700159e-01
8.700000000000000000e+02,2.840809185639906312e-14
8.709090909090907644e+02,-8.660254037843279074e-01
8.718181818181817562e+02,-8.660254037845321884e-01
8.727272727272726343e+02,-1.528755352943313276e-13
8.736363636363635123e+02,8.660254037843793107e-01
8.745454545454545041e+02,8.660254037845376285e-01
8.754545454545453822e+02,1.636561410106475656e-13
8.763636363636362603e+02,-8.660254037843739816e-01
8.772727272727271384e+02,-8.660254037845430686e-01
8.781818181818181301e+02,-1.744367467269638035e-13
8.790909090909090082e+02,8.660254037843685415e-01
8.799999999999998863e+02,8.660254037844915542e-01
8.809090909090908781e+02,1.852173524432800414e-13
8.818181818181817562e+02,-8.660254037843632124e-01
8.827272727272726343e+02,-8.660254037844969943e-01
8.836363636363635123e+02,-8.231112043798024964e-14
8.845454545454545041e+02,8.660254037843577724e-01
8.854545454545453822e+02,8.660254037845023234e-01
8.863636363636362603e+02,9.309172615429648758e-14
8.872727272727272521e+02,-8.660254037843524433e-01
8.881818181818181301e+02,-8.660254037845077635e-01
8.890909090909090082e+02,-1.038723318706127255e-13
8.900000000000000000e+02,8.660254037844038466e-01
8.909090909090908781e+02,8.660254037844562491e-01
8.918181818181817562e+02,9.660998653129386409e-16
8.927272727272726343e+02,-8.660254037843416741e-01
8.936363636363636260e+02,-8.660254037845185326e-01
8.945454545454545041e+02,-1.254335433032452014e-13
8.954545454545453822e+02,8.660254037843930774e-01
8.963636363636363740e+02,8.660254037844670183e-01
8.972727272727272521e+02,2.252731129794541589e-14
8.981818181818181301e+02,-8.660254037844444808e-01
8.990909090909090082e+02,-8.660254037845293018e-01
9.000000000000000000e+02,-1.469947547358776773e-13
9.009090909090908781e+02,8.660254037843823083e-01
9.018181818181817562e+02,8.660254037844777875e-01
9.027272727272727479e+02,4.408852273057789177e-14
9.036363636363636260e+02,-8.660254037844337116e-01
9.045454545454545041e+02,-8.660254037844263841e-01
9.054545454545454959e+02,-1.685559661685101531e-13
9.063636363636363740e+02,8.660254037843715391e-01
9.072727272727272521e+02,8.660254037844886676e-01
9.081818181818181301e+02,6.564973416321036133e-14
9.090909090909091219e+02,-8.660254037844229424e-01
9.100000000000000000e+02,-8.660254037844371533e-01
9.109090909090907644e+02,-1.901171776011426290e-13
9.118181818181817562e+02,8.660254037843607700e-01
9.127272727272726343e+02,8.660254037844994368e-01
9.136363636363635123e+02,8.721094559584284982e-14
9.145454545454545041e+02,-8.660254037842984864e-01
9.154545454545453822e+02,-8.660254037845616093e-01
9.163636363636362603e+02,-2.116783890337751049e-13
9.172727272727271384e+02,8.660254037843500008e-01
9.181818181818181301e+02,8.660254037845102060e-01
9.190909090909090082e+02,1.087721570284753257e-13
9.199999999999998863e+02,-8.660254037844014041e-01
9.209090909090908781e+02,-8.660254037844586916e-01
9.218181818181817562e+02,-2.332396004664075807e-13
9.227272727272726343e+02,8.660254037843392316e-01
9.236363636363635123e+02,8.660254037845209751e-01
9.245454545454545041e+02,1.303333684611077889e-13
9.254545454545453822e+02,-8.660254037843906350e-01
9.263636363636362603e+02,-8.660254037844694608e-01
9.272727272727272521e+02,-2.742713645580800345e-14
9.281818181818181301e+02,8.660254037843283514e-01
9.290909090909090082e+02,8.660254037845317443e-01
9.300000000000000000e+02,1.518945798937402648e-13
9.309090909090908781e+02,-8.660254037843798658e-01
9.318181818181817562e+02,-8.660254037844803410e-01
9.327272727272726343e+02,-4.898834788844047933e-14
9.336363636363636260e+02,8.660254037844312691e-01
9.345454545454545041e+02,8.660254037845425135e-01
9.354545454545453822e+02,1.734557913263727407e-13
9.363636363636363740e+02,-8.660254037843690966e-01
9.372727272727272521e+02,-8.660254037844911101e-01
9.381818181818181301e+02,-7.054955932107296151e-14
9.390909090909090082e+02,8.660254037844205000e-01
9.400000000000000000e+02,8.660254037844395958e-01
9.409090909090908781e+02,1.950170027590052166e-13
9.418181818181817562e+02,-8.660254037843583275e-01
9.427272727272727479e+02,-8.660254037845018793e-01
9.436363636363636260e+02,-9.211077075370543738e-14
9.445454545454545041e+02,8.660254037844097308e-01
9.454545454545454959e+02,8.660254037844503650e-01
9.463636363636363740e+02,-1.079546125159435916e-14
9.472727272727272521e+02,-8.660254037843475583e-01
9.481818181818181301e+02,-8.660254037845126485e-01
9.490909090909091219e+02,-1.136719821863379133e-13
9.500000000000000000e+02,8.660254037843989616e-01
9.509090909090908781e+02,8.660254037844611341e-01
9.518181818181817562e+02,2.381394256242701936e-13
9.527272727272726343e+02,-8.660254037843366781e-01
9.536363636363635123e+02,-8.660254037845234176e-01
9.545454545454543904e+02,-1.352331936189703765e-13
9.554545454545453822e+02,8.660254037843881925e-01
9.563636363636362603e+02,8.660254037844720143e-01
9.572727272727271384e+02,2.597006370569026694e-13
9.581818181818181301e+02,-8.660254037843259090e-01
9.590909090909090082e+02,-8.660254037845341868e-01
9.599999999999998863e+02,-1.567944050516028524e-13
9.609090909090908781e+02,8.660254037843774233e-01
9.618181818181817562e+02,8.660254037844827835e-01
9.627272727272726343e+02,5.388817304630306688e-14
9.636363636363635123e+02,-8.660254037843151398e-01
9.645454545454545041e+02,-8.660254037845449560e-01
9.654545454545453822e+02,-1.783556164842353282e-13
9.663636363636362603e+02,8.660254037843666541e-01
9.672727272727272521e+02,8.660254037844935526e-01
9.681818181818181301e+02,7.544938447893554907e-14
9.690909090909090082e+02,-8.660254037844180575e-01
9.699999999999998863e+02,-8.660254037845557251e-01
9.709090909090908781e+02,-1.999168279168678041e-13
9.718181818181817562e+02,8.660254037843558850e-01
9.727272727272726343e+02,8.660254037845043218e-01
9.736363636363636260e+02,9.701059591156802494e-14
9.745454545454545041e+02,-8.660254037844072883e-01
9.754545454545453822e+02,-8.660254037844528074e-01
9.763636363636363740e+02,-2.214780393495002800e-13
9.772727272727272521e+02,8.660254037843450048e-01
9.781818181818181301e+02,8.660254037845150910e-01
9.790909090909090082e+02,1.185718073442004882e-13
9.800000000000000000e+02,-8.660254037843965191e-01
9.809090909090908781e+02,-8.660254037844635766e-01
9.818181818181817562e+02,-1.566557533890070585e-14
9.827272727272727479e+02,8.660254037844479225e-01
9.836363636363636260e+02,8.660254037845258601e-01
9.845454545454545041e+02,1.401330187768329641e-13
9.854545454545453822e+02,-8.660254037843857500e-01
9.863636363636363740e+02,-8.660254037844744568e-01
9.872727272727272521e+02,-3.722678677153318488e-14
9.881818181818181301e+02,8.660254037844371533e-01
9.890909090909091219e+02,8.660254037844229424e-01
9.900000000000000000e+02,1.616942302094654399e-13
9.909090909090908781e+02,-8.660254037843749808e-01
9.918181818181818699e+02,-8.660254037844852260e-01
9.927272727272727479e+02,-5.878799820416566075e-14
9.936363636363636260e+02,8.660254037844263841e-01
9.945454545454545041e+02,8.660254037844337116e-01
9.954545454545454959e+02,-4.411823380113413105e-14
9.963636363636363740e+02,-8.660254037843642116e-01
9.972727272727272521e+02,-8.660254037844959951e-01
9.981818181818182438e+02,-8.034920963679813663e-14
9.990909090909091219e+02,8.660254037844156150e-01
1.000000000000000000e+03,8.660254037844444808e-01
